category,item_code
G0643,4140.921
G0652,4140.921
G0806,4140.921
G0033,4140.923
G0037,4140.923
G0042,4140.923
G0082,4140.923
G0122,4140.923
G0132,4140.923
G0531,4140.923
G0570,4140.923
G0643,4140.923
G0649,4140.923
G0806,4140.923
G0033,4140.924
G0037,4140.924
G0042,4140.924
G0082,4140.924
G0122,4140.924
G0132,4140.924
G0531,4140.924
G0570,4140.924
G0643,4140.924
G0649,4140.924
G0806,4140.924
G0033,4140.928
G0037,4140.928
G0042,4140.928
G0082,4140.928
G0122,4140.928
G0132,4140.928
G0531,4140.928
G0570,4140.928
G0643,4140.928
G0649,4140.928
G0806,4140.928
G0033,4140.929
G0042,4140.929
G0061,4140.929
G0083,4140.929
G0122,4140.929
G0132,4140.929
G0531,4140.929
G0570,4140.929
G0643,4140.929
G0652,4140.929
G0806,4140.929
G0042,4140.93
G0122,4140.93
G0132,4140.93
G0570,4140.93
G0643,4140.93
G1112,4140.93
G0042,4140.931
G0122,4140.931
G0132,4140.931
G0570,4140.931
G0643,4140.931
G1113,4140.931
G0042,4140.932
G0122,4140.932
G0132,4140.932
G0570,4140.932
G0643,4140.932
G1114,4140.932
G0042,4140.933
G0122,4140.933
G0132,4140.933
G0570,4140.933
G0643,4140.933
G1115,4140.933
G0008,4140.934
G0033,4140.934
G0037,4140.934
G0042,4140.934
G0082,4140.934
G0122,4140.934
G0132,4140.934
G0165,4140.934
G0570,4140.934
G0643,4140.934
G1104,4140.934
G0008,4140.935
G0033,4140.935
G0037,4140.935
G0042,4140.935
G0082,4140.935
G0122,4140.935
G0132,4140.935
G0165,4140.935
G0570,4140.935
G0643,4140.935
G1105,4140.935
G0008,4140.936
G0033,4140.936
G0037,4140.936
G0042,4140.936
G0082,4140.936
G0122,4140.936
G0132,4140.936
G0165,4140.936
G0570,4140.936
G0643,4140.936
G1106,4140.936
G0008,4140.937
G0033,4140.937
G0042,4140.937
G0061,4140.937
G0083,4140.937
G0122,4140.937
G0132,4140.937
G0165,4140.937
G0570,4140.937
G0643,4140.937
G1107,4140.937
G0008,4140.938
G0033,4140.938
G0037,4140.938
G0042,4140.938
G0082,4140.938
G0122,4140.938
G0132,4140.938
G0165,4140.938
G0570,4140.938
G0643,4140.938
G0808,4140.938
G0890,4140.938
G1106,4140.938
G1116,4140.938
G0008,4140.939
G0033,4140.939
G0037,4140.939
G0042,4140.939
G0082,4140.939
G0122,4140.939
G0132,4140.939
G0165,4140.939
G0570,4140.939
G0643,4140.939
G0965,4140.939
G0966,4140.939
G1105,4140.939
G1118,4140.939
G0570,4140.94
G0623,4140.94
G0643,4140.94
G0734,4140.94
G1126,4140.94
G0570,4140.941
G0623,4140.941
G0643,4140.941
G0734,4140.941
G1124,4140.941
G0570,4140.942
G0623,4140.942
G0643,4140.942
G0734,4140.942
G1125,4140.942
G0570,4140.943
G0623,4140.943
G0643,4140.943
G0734,4140.943
G1127,4140.943
G0042,4140.944
G0570,4140.944
G0720,4140.944
G1206,4140.944
G0042,4140.945
G0570,4140.945
G0720,4140.945
G1204,4140.945
G0042,4140.946
G0570,4140.946
G0720,4140.946
G1205,4140.946
G0042,4140.947
G0570,4140.947
G0720,4140.947
G1265,4140.947
G0008,4155.001
G0033,4155.001
G0036,4155.001
G0042,4155.001
G0092,4155.001
G0123,4155.001
G0132,4155.001
G0201,4155.001
G0531,4155.001
G0544,4155.001
G0570,4155.001
G0643,4155.001
G0806,4155.001
G0008,4155.002
G0033,4155.002
G0036,4155.002
G0042,4155.002
G0094,4155.002
G0123,4155.002
G0132,4155.002
G0202,4155.002
G0339,4155.002
G0531,4155.002
G0544,4155.002
G0570,4155.002
G0643,4155.002
G0806,4155.002
G0008,4155.003
G0033,4155.003
G0036,4155.003
G0042,4155.003
G0097,4155.003
G0123,4155.003
G0132,4155.003
G0205,4155.003
G0340,4155.003
G0531,4155.003
G0544,4155.003
G0570,4155.003
G0643,4155.003
G0806,4155.003
G0004,4155.004
G0033,4155.004
G0039,4155.004
G0042,4155.004
G0102,4155.004
G0123,4155.004
G0132,4155.004
G0209,4155.004
G0341,4155.004
G0531,4155.004
G0544,4155.004
G0570,4155.004
G0646,4155.004
G0806,4155.004
G0003,4155.005
G0033,4155.005
G0040,4155.005
G0042,4155.005
G0099,4155.005
G0123,4155.005
G0132,4155.005
G0202,4155.005
G0223,4155.005
G0342,4155.005
G0531,4155.005
G0544,4155.005
G0570,4155.005
G0646,4155.005
G0806,4155.005
G0003,4155.006
G0033,4155.006
G0040,4155.006
G0042,4155.006
G0100,4155.006
G0123,4155.006
G0132,4155.006
G0224,4155.006
G0343,4155.006
G0531,4155.006
G0544,4155.006
G0570,4155.006
G0646,4155.006
G0806,4155.006
G0003,4155.007
G0033,4155.007
G0040,4155.007
G0042,4155.007
G0101,4155.007
G0123,4155.007
G0132,4155.007
G0225,4155.007
G0344,4155.007
G0531,4155.007
G0544,4155.007
G0570,4155.007
G0646,4155.007
G0806,4155.007
G0008,4155.011
G0033,4155.011
G0036,4155.011
G0042,4155.011
G0095,4155.011
G0123,4155.011
G0132,4155.011
G0203,4155.011
G0345,4155.011
G0531,4155.011
G0544,4155.011
G0570,4155.011
G0643,4155.011
G0806,4155.011
G0008,4155.012
G0033,4155.012
G0036,4155.012
G0042,4155.012
G0096,4155.012
G0123,4155.012
G0132,4155.012
G0204,4155.012
G0346,4155.012
G0531,4155.012
G0544,4155.012
G0570,4155.012
G0643,4155.012
G0806,4155.012
G0570,4155.013
G0008,4155.015
G0033,4155.015
G0042,4155.015
G0062,4155.015
G0093,4155.015
G0123,4155.015
G0132,4155.015
G0201,4155.015
G0531,4155.015
G0544,4155.015
G0570,4155.015
G0643,4155.015
G0806,4155.015
G0008,4155.016
G0033,4155.016
G0036,4155.016
G0042,4155.016
G0094,4155.016
G0123,4155.016
G0132,4155.016
G0165,4155.016
G0202,4155.016
G0347,4155.016
G0643,4155.016
G0008,4155.017
G0033,4155.017
G0036,4155.017
G0042,4155.017
G0095,4155.017
G0123,4155.017
G0132,4155.017
G0165,4155.017
G0203,4155.017
G0348,4155.017
G0570,4155.017
G0643,4155.017
G0008,4155.018
G0033,4155.018
G0036,4155.018
G0042,4155.018
G0096,4155.018
G0123,4155.018
G0132,4155.018
G0165,4155.018
G0204,4155.018
G0349,4155.018
G0643,4155.018
G0003,4155.019
G0033,4155.019
G0040,4155.019
G0042,4155.019
G0099,4155.019
G0123,4155.019
G0132,4155.019
G0202,4155.019
G0223,4155.019
G0350,4155.019
G0646,4155.019
G0003,4155.02
G0033,4155.02
G0040,4155.02
G0042,4155.02
G0100,4155.02
G0123,4155.02
G0132,4155.02
G0224,4155.02
G0351,4155.02
G0570,4155.02
G0646,4155.02
G0003,4155.021
G0033,4155.021
G0040,4155.021
G0042,4155.021
G0101,4155.021
G0123,4155.021
G0132,4155.021
G0225,4155.021
G0352,4155.021
G0570,4155.021
G0646,4155.021
G0008,4155.022
G0033,4155.022
G0036,4155.022
G0042,4155.022
G0097,4155.022
G0123,4155.022
G0132,4155.022
G0165,4155.022
G0205,4155.022
G0353,4155.022
G0643,4155.022
G0008,4155.023
G0033,4155.023
G0042,4155.023
G0062,4155.023
G0098,4155.023
G0123,4155.023
G0132,4155.023
G0208,4155.023
G0354,4155.023
G0531,4155.023
G0544,4155.023
G0570,4155.023
G0643,4155.023
G0806,4155.023
G0004,4155.024
G0033,4155.024
G0039,4155.024
G0042,4155.024
G0102,4155.024
G0123,4155.024
G0132,4155.024
G0209,4155.024
G0355,4155.024
G0643,4155.024
G0008,4155.025
G0033,4155.025
G0042,4155.025
G0062,4155.025
G0098,4155.025
G0123,4155.025
G0132,4155.025
G0165,4155.025
G0208,4155.025
G0356,4155.025
G0643,4155.025
G0008,4155.031
G0033,4155.031
G0036,4155.031
G0042,4155.031
G0094,4155.031
G0123,4155.031
G0132,4155.031
G0202,4155.031
G0339,4155.031
G0531,4155.031
G0544,4155.031
G0570,4155.031
G0643,4155.031
G0806,4155.031
G0008,4155.032
G0033,4155.032
G0036,4155.032
G0042,4155.032
G0097,4155.032
G0123,4155.032
G0132,4155.032
G0205,4155.032
G0340,4155.032
G0531,4155.032
G0544,4155.032
G0570,4155.032
G0643,4155.032
G0806,4155.032
G0004,4155.033
G0033,4155.033
G0039,4155.033
G0042,4155.033
G0102,4155.033
G0123,4155.033
G0132,4155.033
G0209,4155.033
G0341,4155.033
G0531,4155.033
G0544,4155.033
G0570,4155.033
G0646,4155.033
G0806,4155.033
G0003,4155.034
G0033,4155.034
G0040,4155.034
G0042,4155.034
G0099,4155.034
G0123,4155.034
G0132,4155.034
G0202,4155.034
G0223,4155.034
G0342,4155.034
G0531,4155.034
G0544,4155.034
G0570,4155.034
G0646,4155.034
G0806,4155.034
G0008,4155.036
G0033,4155.036
G0036,4155.036
G0042,4155.036
G0123,4155.036
G0132,4155.036
G1177,4155.036
G0531,4155.036
G0544,4155.036
G0570,4155.036
G0643,4155.036
G0806,4155.036
G0094,4155.036
G0339,4155.036
G0003,4155.038
G0033,4155.038
G0040,4155.038
G0042,4155.038
G0099,4155.038
G0123,4155.038
G0132,4155.038
G1177,4155.038
G1200,4155.038
G0342,4155.038
G0531,4155.038
G0544,4155.038
G0570,4155.038
G0646,4155.038
G0806,4155.038
G1228,4155.041
G0042,4155.041
G0643,4155.041
G0008,4155.042
G0033,4155.042
G0036,4155.042
G0042,4155.042
G0096,4155.042
G0123,4155.042
G0132,4155.042
G1179,4155.042
G0346,4155.042
G0531,4155.042
G0544,4155.042
G0570,4155.042
G0643,4155.042
G0806,4155.042
G0008,4155.043
G0033,4155.043
G0036,4155.043
G0042,4155.043
G0097,4155.043
G0123,4155.043
G0132,4155.043
G1180,4155.043
G0340,4155.043
G0531,4155.043
G0544,4155.043
G0570,4155.043
G0643,4155.043
G0806,4155.043
G1240,4155.044
G0042,4155.044
G0643,4155.044
G1259,4155.045
G0042,4155.045
G1228,4155.045
G0643,4155.045
G1261,4155.046
G0042,4155.046
G0643,4155.046
G0003,4155.048
G0033,4155.048
G0040,4155.048
G0042,4155.048
G0101,4155.048
G0123,4155.048
G0132,4155.048
G1202,4155.048
G0344,4155.048
G0531,4155.048
G0544,4155.048
G0570,4155.048
G0646,4155.048
G0806,4155.048
G1230,4155.049
G0042,4155.049
G0643,4155.049
G1231,4155.05
G0042,4155.05
G0643,4155.05
G0003,4155.051
G0033,4155.051
G0040,4155.051
G0042,4155.051
G0100,4155.051
G0123,4155.051
G0132,4155.051
G1201,4155.051
G0343,4155.051
G0531,4155.051
G0544,4155.051
G0570,4155.051
G0646,4155.051
G0806,4155.051
G1229,4155.052
G0042,4155.052
G0643,4155.052
G1260,4155.053
G0042,4155.053
G0643,4155.053
G0008,4155.054
G0033,4155.054
G0036,4155.054
G0042,4155.054
G0123,4155.054
G0132,4155.054
G1264,4155.054
G0531,4155.054
G0544,4155.054
G0570,4155.054
G0643,4155.054
G0806,4155.054
G0095,4155.054
G0348,4155.054
G0004,4155.068
G0033,4155.068
G0039,4155.068
G0042,4155.068
G0102,4155.068
G0123,4155.068
G0132,4155.068
G1184,4155.068
G0341,4155.068
G0531,4155.068
G0544,4155.068
G0570,4155.068
G0646,4155.068
G0806,4155.068
G0042,4155.9
G0123,4155.9
G0132,4155.9
G0228,4155.9
G0570,4155.9
G0643,4155.9
G0042,4155.901
G0123,4155.901
G0132,4155.901
G0229,4155.901
G0570,4155.901
G0643,4155.901
G0042,4155.902
G0123,4155.902
G0132,4155.902
G0230,4155.902
G0570,4155.902
G0643,4155.902
G0042,4155.903
G0123,4155.903
G0132,4155.903
G0228,4155.903
G0249,4155.903
G0570,4155.903
G0643,4155.903
G0042,4155.904
G0123,4155.904
G0132,4155.904
G0229,4155.904
G0250,4155.904
G0570,4155.904
G0643,4155.904
G0042,4155.905
G0123,4155.905
G0132,4155.905
G0251,4155.905
G0570,4155.905
G0643,4155.905
G0042,4155.906
G0123,4155.906
G0132,4155.906
G0231,4155.906
G0570,4155.906
G0643,4155.906
G0042,4155.907
G0123,4155.907
G0132,4155.907
G0235,4155.907
G0570,4155.907
G0643,4155.907
G0311,4155.908
G0570,4155.908
G0643,4155.908
G0312,4155.909
G0570,4155.909
G0623,4155.909
G0643,4155.909
G0734,4155.909
G0313,4155.91
G0570,4155.91
G0623,4155.91
G0643,4155.91
G0734,4155.91
G0314,4155.911
G0570,4155.911
G0623,4155.911
G0643,4155.911
G0734,4155.911
G0315,4155.912
G0570,4155.912
G0623,4155.912
G0643,4155.912
G0734,4155.912
G0319,4155.913
G0570,4155.913
G0623,4155.913
G0643,4155.913
G0734,4155.913
G0334,4155.914
G0570,4155.914
G0623,4155.914
G0643,4155.914
G0734,4155.914
G0335,4155.915
G0570,4155.915
G0623,4155.915
G0643,4155.915
G0734,4155.915
G0336,4155.916
G0570,4155.916
G0623,4155.916
G0643,4155.916
G0734,4155.916
G0008,4155.917
G0033,4155.917
G0036,4155.917
G0042,4155.917
G0094,4155.917
G0123,4155.917
G0132,4155.917
G0165,4155.917
G0202,4155.917
G0286,4155.917
G0570,4155.917
G0643,4155.917
G0811,4155.917
G0893,4155.917
G0008,4155.918
G0033,4155.918
G0036,4155.918
G0042,4155.918
G0095,4155.918
G0123,4155.918
G0132,4155.918
G0165,4155.918
G0203,4155.918
G0287,4155.918
G0570,4155.918
G0643,4155.918
G0812,4155.918
G0894,4155.918
G0008,4155.919
G0033,4155.919
G0036,4155.919
G0042,4155.919
G0096,4155.919
G0123,4155.919
G0132,4155.919
G0165,4155.919
G0204,4155.919
G0288,4155.919
G0570,4155.919
G0643,4155.919
G0813,4155.919
G0895,4155.919
G0008,4155.92
G0033,4155.92
G0036,4155.92
G0042,4155.92
G0097,4155.92
G0123,4155.92
G0132,4155.92
G0165,4155.92
G0205,4155.92
G0289,4155.92
G0570,4155.92
G0643,4155.92
G0814,4155.92
G0896,4155.92
G0003,4155.921
G0033,4155.921
G0040,4155.921
G0042,4155.921
G0099,4155.921
G0123,4155.921
G0132,4155.921
G0202,4155.921
G0223,4155.921
G0286,4155.921
G0308,4155.921
G0570,4155.921
G0646,4155.921
G0815,4155.921
G0897,4155.921
G0003,4155.922
G0033,4155.922
G0040,4155.922
G0042,4155.922
G0100,4155.922
G0123,4155.922
G0132,4155.922
G0224,4155.922
G0287,4155.922
G0309,4155.922
G0570,4155.922
G0646,4155.922
G0816,4155.922
G0898,4155.922
G0003,4155.923
G0033,4155.923
G0040,4155.923
G0042,4155.923
G0101,4155.923
G0123,4155.923
G0132,4155.923
G0225,4155.923
G0310,4155.923
G0570,4155.923
G0646,4155.923
G0817,4155.923
G0899,4155.923
G0004,4155.924
G0033,4155.924
G0039,4155.924
G0042,4155.924
G0102,4155.924
G0123,4155.924
G0132,4155.924
G0209,4155.924
G0293,4155.924
G0570,4155.924
G0646,4155.924
G0818,4155.924
G0900,4155.924
G0042,4155.925
G0570,4155.925
G0720,4155.925
G0042,4155.926
G0570,4155.926
G0720,4155.926
G1177,4155.926
G0042,4155.927
G0570,4155.927
G0720,4155.927
G1264,4155.927
G0042,4155.928
G0570,4155.928
G0720,4155.928
G1179,4155.928
G0042,4155.929
G0570,4155.929
G0720,4155.929
G1180,4155.929
G0042,4155.93
G0570,4155.93
G0720,4155.93
G1184,4155.93
G0042,4155.931
G0570,4155.931
G0720,4155.931
G1177,4155.931
G1200,4155.931
G0042,4155.932
G0570,4155.932
G0720,4155.932
G1201,4155.932
G0042,4155.933
G0570,4155.933
G0720,4155.933
G1202,4155.933
G0042,4170.002
G0106,4170.002
G0123,4170.002
G0132,4170.002
G0217,4170.002
G0357,4170.002
G0531,4170.002
G0544,4170.002
G0570,4170.002
G0643,4170.002
G0806,4170.002
G0042,4170.003
G0107,4170.003
G0123,4170.003
G0132,4170.003
G0218,4170.003
G0358,4170.003
G0531,4170.003
G0544,4170.003
G0570,4170.003
G0643,4170.003
G0806,4170.003
G0042,4170.004
G0132,4170.004
G0531,4170.004
G0544,4170.004
G0570,4170.004
G0806,4170.004
G0126,4170.004
G0643,4170.004
G1209,4170.004
G0009,4170.004
G0042,4170.005
G0126,4170.005
G0132,4170.005
G0643,4170.005
G0806,4170.005
G1267,4170.005
G1268,4170.005
G0042,4170.006
G0132,4170.006
G0531,4170.006
G0544,4170.006
G0570,4170.006
G0806,4170.006
G0126,4170.006
G0643,4170.006
G1211,4170.006
G0009,4170.006
G0042,4170.008
G0106,4170.008
G0123,4170.008
G0132,4170.008
G0217,4170.008
G0359,4170.008
G0570,4170.008
G0643,4170.008
G0042,4170.009
G0107,4170.009
G0123,4170.009
G0132,4170.009
G0218,4170.009
G0360,4170.009
G0570,4170.009
G0643,4170.009
G0042,4170.01
G0218,4170.01
G0570,4170.01
G0643,4170.01
G0042,4170.011
G0252,4170.011
G0544,4170.011
G0570,4170.011
G0643,4170.011
G0806,4170.011
G0042,4170.012
G0106,4170.012
G0123,4170.012
G0132,4170.012
G0217,4170.012
G0357,4170.012
G0531,4170.012
G0544,4170.012
G0570,4170.012
G0643,4170.012
G0806,4170.012
G0042,4170.013
G0107,4170.013
G0123,4170.013
G0132,4170.013
G0218,4170.013
G0358,4170.013
G0531,4170.013
G0544,4170.013
G0570,4170.013
G0643,4170.013
G0806,4170.013
G0042,4170.016
G0106,4170.016
G0123,4170.016
G0132,4170.016
G1195,4170.016
G0357,4170.016
G0531,4170.016
G0544,4170.016
G0570,4170.016
G0643,4170.016
G0806,4170.016
G0042,4170.017
G0570,4170.017
G0643,4170.017
G1208,4170.017
G0123,4170.017
G0132,4170.017
G0531,4170.017
G0544,4170.017
G0806,4170.017
G0042,4170.018
G1197,4170.018
G0544,4170.018
G0570,4170.018
G0643,4170.018
G0806,4170.018
G0042,4170.019
G0570,4170.019
G0643,4170.019
G1209,4170.019
G0123,4170.019
G0132,4170.019
G0531,4170.019
G0544,4170.019
G0806,4170.019
G1253,4170.02
G0042,4170.02
G0643,4170.02
G1254,4170.021
G0042,4170.021
G0643,4170.021
G1257,4170.022
G0042,4170.022
G0643,4170.022
G1258,4170.023
G0042,4170.023
G0643,4170.023
G0042,4170.035
G0570,4170.035
G0643,4170.035
G1211,4170.035
G0123,4170.035
G0132,4170.035
G0531,4170.035
G0544,4170.035
G0806,4170.035
G0042,4170.04
G0570,4170.04
G0643,4170.04
G1210,4170.04
G0123,4170.04
G0132,4170.04
G0531,4170.04
G0544,4170.04
G0806,4170.04
G1252,4170.041
G0042,4170.041
G0643,4170.041
G0042,4170.169
G0107,4170.169
G0123,4170.169
G0132,4170.169
G1196,4170.169
G0358,4170.169
G0531,4170.169
G0544,4170.169
G0570,4170.169
G0643,4170.169
G0806,4170.169
G0042,4170.9
G0123,4170.9
G0132,4170.9
G0243,4170.9
G0570,4170.9
G0643,4170.9
G0042,4170.901
G0123,4170.901
G0132,4170.901
G0244,4170.901
G0570,4170.901
G0643,4170.901
G0330,4170.902
G0570,4170.902
G0623,4170.902
G0643,4170.902
G0331,4170.903
G0570,4170.903
G0623,4170.903
G0643,4170.903
G0042,4170.905
G0253,4170.905
G0570,4170.905
G0643,4170.905
G0255,4170.907
G0570,4170.907
G0623,4170.907
G0643,4170.907
G0042,4170.908
G0218,4170.908
G0570,4170.908
G0643,4170.908
G0042,4170.909
G0244,4170.909
G0570,4170.909
G0643,4170.909
G0042,4170.91
G0106,4170.91
G0123,4170.91
G0132,4170.91
G0217,4170.91
G0304,4170.91
G0570,4170.91
G0643,4170.91
G0819,4170.91
G0901,4170.91
G0042,4170.911
G0107,4170.911
G0218,4170.911
G0305,4170.911
G0570,4170.911
G0643,4170.911
G0820,4170.911
G0902,4170.911
G0042,4170.912
G0252,4170.912
G0254,4170.912
G0570,4170.912
G0643,4170.912
G0821,4170.912
G0903,4170.912
G0042,4170.913
G0570,4170.913
G0720,4170.913
G1195,4170.913
G0042,4170.914
G0570,4170.914
G0720,4170.914
G1196,4170.914
G0042,4170.915
G0570,4170.915
G0720,4170.915
G1197,4170.915
G1219,4170.916
G0570,4170.916
G0623,4170.916
G0643,4170.916
G0042,4170.917
G0570,4170.917
G0720,4170.917
G1211,4170.917
G0042,4170.918
G1208,4170.918
G1217,4170.918
G0570,4170.918
G0643,4170.918
G1224,4170.918
G1225,4170.918
G0123,4170.918
G0132,4170.918
G0806,4170.918
G0042,4170.919
G1209,4170.919
G1218,4170.919
G0570,4170.919
G0643,4170.919
G1226,4170.919
G1227,4170.919
G0123,4170.919
G0132,4170.919
G0806,4170.919
G0042,4170.92
G0570,4170.92
G0720,4170.92
G1210,4170.92
G1220,4170.921
G0570,4170.921
G0623,4170.921
G0643,4170.921
G0042,4170.934
G0570,4170.934
G0643,4170.934
G1215,4170.934
G0123,4170.934
G0132,4170.934
G0042,4170.935
G0570,4170.935
G0643,4170.935
G1216,4170.935
G0123,4170.935
G0132,4170.935
G0005,4182.009
G0013,4182.009
G0042,4182.009
G0132,4182.009
G0212,4182.009
G0361,4182.009
G0544,4182.009
G0570,4182.009
G1143,4182.009
G0132,4182.01
G0362,4182.01
G0544,4182.01
G0570,4182.01
G0005,4182.014
G0042,4182.014
G0124,4182.014
G0132,4182.014
G1192,4182.014
G0544,4182.014
G0570,4182.014
G0644,4182.014
G0806,4182.014
G0004,4182.015
G0039,4182.015
G0042,4182.015
G0108,4182.015
G0124,4182.015
G0126,4182.015
G0132,4182.015
G1194,4182.015
G0396,4182.015
G0544,4182.015
G0570,4182.015
G0646,4182.015
G0806,4182.015
G0042,4182.017
G0132,4182.017
G1199,4182.017
G0544,4182.017
G0570,4182.017
G0644,4182.017
G0806,4182.017
G0017,4182.021
G0042,4182.021
G0132,4182.021
G0208,4182.021
G0363,4182.021
G0544,4182.021
G0570,4182.021
G1132,4182.021
G1178,4182.03
G0005,4182.031
G0013,4182.031
G0042,4182.031
G0132,4182.031
G0212,4182.031
G0364,4182.031
G0544,4182.031
G0570,4182.031
G1140,4182.031
G0017,4182.032
G0042,4182.032
G0132,4182.032
G0208,4182.032
G0365,4182.032
G0544,4182.032
G0570,4182.032
G1132,4182.032
G0132,4182.033
G0366,4182.033
G0544,4182.033
G0570,4182.033
G0006,4182.034
G0013,4182.034
G0015,4182.034
G0042,4182.034
G0103,4182.034
G0132,4182.034
G0206,4182.034
G0367,4182.034
G0544,4182.034
G0570,4182.034
G0006,4182.035
G0013,4182.035
G0015,4182.035
G0042,4182.035
G0103,4182.035
G0132,4182.035
G0206,4182.035
G0368,4182.035
G0544,4182.035
G0570,4182.035
G0132,4182.036
G0369,4182.036
G0544,4182.036
G0570,4182.036
G0013,4182.037
G0015,4182.037
G0018,4182.037
G0019,4182.037
G0033,4182.037
G0035,4182.037
G0042,4182.037
G0103,4182.037
G0123,4182.037
G0132,4182.037
G0206,4182.037
G0370,4182.037
G0543,4182.037
G0544,4182.037
G0570,4182.037
G0644,4182.037
G1132,4182.037
G0018,4182.04
G0033,4182.04
G0042,4182.04
G0124,4182.04
G0132,4182.04
G0371,4182.04
G0543,4182.04
G0544,4182.04
G0570,4182.04
G0644,4182.04
G0653,4182.04
G0018,4182.041
G0033,4182.041
G0042,4182.041
G0124,4182.041
G0132,4182.041
G0372,4182.041
G0543,4182.041
G0544,4182.041
G0570,4182.041
G0644,4182.041
G0033,4182.042
G0042,4182.042
G0053,4182.042
G0124,4182.042
G0132,4182.042
G0166,4182.042
G0212,4182.042
G0373,4182.042
G0570,4182.042
G0644,4182.042
G0018,4182.043
G0019,4182.043
G0033,4182.043
G0035,4182.043
G0042,4182.043
G0124,4182.043
G0132,4182.043
G0374,4182.043
G0543,4182.043
G0544,4182.043
G0570,4182.043
G0644,4182.043
G0007,4182.044
G0013,4182.044
G0015,4182.044
G0018,4182.044
G0019,4182.044
G0033,4182.044
G0035,4182.044
G0042,4182.044
G0124,4182.044
G0132,4182.044
G0166,4182.044
G0212,4182.044
G0375,4182.044
G0644,4182.044
G0018,4182.045
G0019,4182.045
G0033,4182.045
G0035,4182.045
G0042,4182.045
G0124,4182.045
G0132,4182.045
G0376,4182.045
G0543,4182.045
G0544,4182.045
G0570,4182.045
G0644,4182.045
G0014,4182.046
G0016,4182.046
G0018,4182.046
G0019,4182.046
G0033,4182.046
G0035,4182.046
G0042,4182.046
G0104,4182.046
G0124,4182.046
G0132,4182.046
G0208,4182.046
G0377,4182.046
G0543,4182.046
G0544,4182.046
G0570,4182.046
G0644,4182.046
G1132,4182.046
G0018,4182.047
G0019,4182.047
G0033,4182.047
G0042,4182.047
G0124,4182.047
G0132,4182.047
G0378,4182.047
G0543,4182.047
G0544,4182.047
G0570,4182.047
G0644,4182.047
G0007,4182.048
G0014,4182.048
G0016,4182.048
G0018,4182.048
G0019,4182.048
G0033,4182.048
G0042,4182.048
G0124,4182.048
G0132,4182.048
G0166,4182.048
G0213,4182.048
G0379,4182.048
G0644,4182.048
G0033,4182.049
G0042,4182.049
G0124,4182.049
G0132,4182.049
G0166,4182.049
G0215,4182.049
G0380,4182.049
G0570,4182.049
G0644,4182.049
G0018,4182.05
G0019,4182.05
G0042,4182.05
G0124,4182.05
G0132,4182.05
G0220,4182.05
G0436,4182.05
G0570,4182.05
G0644,4182.05
G0033,4182.052
G0042,4182.052
G0124,4182.052
G0132,4182.052
G0381,4182.052
G0544,4182.052
G0570,4182.052
G0644,4182.052
G0007,4182.053
G0033,4182.053
G0042,4182.053
G0124,4182.053
G0132,4182.053
G0165,4182.053
G0216,4182.053
G0382,4182.053
G0570,4182.053
G0644,4182.053
G0018,4182.054
G0019,4182.054
G0033,4182.054
G0042,4182.054
G0188,4182.054
G0260,4182.054
G0450,4182.054
G0528,4182.054
G0571,4182.054
G0644,4182.054
G0697,4182.054
G0033,4182.055
G0042,4182.055
G0054,4182.055
G0124,4182.055
G0132,4182.055
G0166,4182.055
G0212,4182.055
G0383,4182.055
G0570,4182.055
G0644,4182.055
G0005,4182.06
G0014,4182.06
G0042,4182.06
G0132,4182.06
G0213,4182.06
G0384,4182.06
G0544,4182.06
G0570,4182.06
G0005,4182.061
G0014,4182.061
G0042,4182.061
G0132,4182.061
G0213,4182.061
G0385,4182.061
G0544,4182.061
G0570,4182.061
G0006,4182.062
G0014,4182.062
G0016,4182.062
G0042,4182.062
G0104,4182.062
G0132,4182.062
G0208,4182.062
G0386,4182.062
G0544,4182.062
G0570,4182.062
G0006,4182.063
G0014,4182.063
G0016,4182.063
G0042,4182.063
G0104,4182.063
G0132,4182.063
G0208,4182.063
G0387,4182.063
G0544,4182.063
G0570,4182.063
G0005,4182.064
G0033,4182.064
G0035,4182.064
G0042,4182.064
G0188,4182.064
G0260,4182.064
G0442,4182.064
G0544,4182.064
G0570,4182.064
G0005,4182.065
G0033,4182.065
G0035,4182.065
G0042,4182.065
G0188,4182.065
G0260,4182.065
G0448,4182.065
G0544,4182.065
G0570,4182.065
G0005,4182.066
G0033,4182.066
G0035,4182.066
G0042,4182.066
G0189,4182.066
G0261,4182.066
G0454,4182.066
G0544,4182.066
G0570,4182.066
G0005,4182.067
G0033,4182.067
G0035,4182.067
G0042,4182.067
G0189,4182.067
G0261,4182.067
G0456,4182.067
G0544,4182.067
G0570,4182.067
G0014,4182.068
G0033,4182.068
G0035,4182.068
G0042,4182.068
G0104,4182.068
G0132,4182.068
G0192,4182.068
G0262,4182.068
G0443,4182.068
G0544,4182.068
G0570,4182.068
G1131,4182.068
G0014,4182.069
G0033,4182.069
G0035,4182.069
G0042,4182.069
G0104,4182.069
G0132,4182.069
G0192,4182.069
G0262,4182.069
G0449,4182.069
G0544,4182.069
G0570,4182.069
G1131,4182.069
G0013,4182.07
G0033,4182.07
G0035,4182.07
G0042,4182.07
G0103,4182.07
G0132,4182.07
G0193,4182.07
G0263,4182.07
G0455,4182.07
G0544,4182.07
G0570,4182.07
G1131,4182.07
G0013,4182.071
G0033,4182.071
